Segment,Cohort,Metric,MOB_Start,MOB_End,Approach,Param1,Param2,Explanation
NON PRIME,202506,Coll_Principal,0,999,ShapeBorrowScaled,202501,additive,v7.0k: Changed from DonorCohort(202501). Donor imported absolute rates (-0.055 at MOB4) vs 202506 own MOB3 actual -0.045; 10bp level mismatch drives -£340k total variance. ShapeBorrowScaled scales donor shape to 202506 own MOB3 rate.
NON PRIME,202507,Coll_Principal,1,999,ShapeBorrowScaled,202101,additive,v7.0k: Changed from DonorCohort(202506). 202506 only had 3 own data points so donor produced a flat line (no shape). 202505 has 4 own actuals + full 12-MOB shape. ShapeBorrowScaled scaled to 202507 own MOB2 rate.
NON PRIME,202508,Coll_Principal,1,999,ShapeBorrowScaled,202101,additive,"v7.0k: Changed from StaticCohortAvg(1). Single data point gave flat-line forecast. ShapeBorrowScaled(202507, ratio:1) borrows 202507 ramp shape scaled to 202508 own MOB1 rate (-0.04911), capturing natural ramp vs flat hold."
NON PRIME,202509,Coll_Principal,1,999,ShapeBorrowScaled,202505,additive,v7.0k: Changed from DonorCohort(202507). 202507 is a donor-of-a-donor chain producing a flat line. 202505 has 4 own actuals + full 12-MOB shape. ShapeBorrowScaled scaled to 202509 own MOB1 rate to break the flat-chain.
NON PRIME,202509,Coll_Principal,1,999,ShapeBorrowScaled,202505,additive,v7.0a: 202509 had no rules. SegMedian for MOB 13-36.
NON PRIME,201912,Total_Coverage_Ratio,0,999,CohortAvg,6,,
NON PRIME,202001,Total_Coverage_Ratio,0,999,CohortAvg,6,,
NON PRIME,202101,Total_Coverage_Ratio,0,999,CohortAvg,6,,
NON PRIME,202201,Total_Coverage_Ratio,0,999,CohortTrend,,,
NON PRIME,202201,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NON PRIME,202301,Total_Coverage_Ratio,0,999,ShapeBorrowScaled,202201,,
NON PRIME,202404,Total_Coverage_Ratio,0,31,ShapeBorrowScaled,202201,,
NON PRIME,202404,Total_Coverage_Ratio,0,999,CohortTrend,,,
NON PRIME,202404,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NON PRIME,202405,Total_Coverage_Ratio,0,31,ShapeBorrowScaled,202201,,
NON PRIME,202405,Total_Coverage_Ratio,0,999,CohortTrend,,,
NON PRIME,202405,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NON PRIME,202406,Total_Coverage_Ratio,0,31,ShapeBorrowScaled,202201,,
NON PRIME,202406,Total_Coverage_Ratio,0,999,CohortTrend,,,
NON PRIME,202406,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NON PRIME,202407,Total_Coverage_Ratio,0,31,ShapeBorrowScaled,202201,,
NON PRIME,202407,Total_Coverage_Ratio,0,999,CohortTrend,,,
NON PRIME,202407,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NON PRIME,202408,Total_Coverage_Ratio,0,31,ShapeBorrowScaled,202201,,
NON PRIME,202408,Total_Coverage_Ratio,0,999,CohortTrend,,,
NON PRIME,202408,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NON PRIME,202409,Total_Coverage_Ratio,0,31,ShapeBorrowScaled,202201,,
NON PRIME,202409,Total_Coverage_Ratio,0,999,CohortTrend,,,
NON PRIME,202409,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NON PRIME,202410,Total_Coverage_Ratio,0,31,ShapeBorrowScaled,202301,,
NON PRIME,202410,Total_Coverage_Ratio,0,999,CohortTrend,,,
NON PRIME,202410,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NON PRIME,202411,Total_Coverage_Ratio,0,31,ShapeBorrowScaled,202301,,
NON PRIME,202411,Total_Coverage_Ratio,0,999,CohortTrend,,,
NON PRIME,202411,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NON PRIME,202412,Total_Coverage_Ratio,0,31,ShapeBorrowScaled,202301,,
NON PRIME,202412,Total_Coverage_Ratio,0,999,CohortTrend,,,
NON PRIME,202412,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NON PRIME,202501,Total_Coverage_Ratio,0,999,CohortTrend,,,
NON PRIME,202501,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NON PRIME,202502,Total_Coverage_Ratio,0,31,ShapeBorrowScaled,202301,,
NON PRIME,202502,Total_Coverage_Ratio,0,999,CohortTrend,,,
NON PRIME,202502,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NON PRIME,202503,Total_Coverage_Ratio,0,31,ShapeBorrowScaled,202301,,
NON PRIME,202503,Total_Coverage_Ratio,0,999,CohortTrend,,,
NON PRIME,202503,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NON PRIME,202504,Total_Coverage_Ratio,0,999,ShapeBorrowScaled,202503,,
NON PRIME,202505,InterestRevenue,5,12,ShapeBorrowScaled,202503,,
NON PRIME,202505,Total_Coverage_Ratio,0,999,ShapeBorrowScaled,202504,,
NON PRIME,202506,InterestRevenue,4,12,ShapeBorrowScaled,202503,,
NON PRIME,202506,Total_Coverage_Ratio,0,999,CohortTrend,,,
NON PRIME,202506,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NON PRIME,202507,InterestRevenue,3,12,ShapeBorrowScaled,202503,,
NON PRIME,202507,Total_Coverage_Ratio,0,999,CohortTrend,,,
NON PRIME,202507,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NON PRIME,202508,InterestRevenue,2,12,ShapeBorrowScaled,202503,,
NON PRIME,202508,Total_Coverage_Ratio,0,999,CohortTrend,,,
NON PRIME,202508,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NON PRIME,202509,Coll_Interest,1,9,DonorCohort,202412,,
NON PRIME,202509,InterestRevenue,1,12,ShapeBorrowScaled,202503,,
NON PRIME,202509,Total_Coverage_Ratio,0,999,CohortTrend,,,
NON PRIME,202509,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NON PRIME,ALL,Coll_Interest,0,12,DonorCohort,202404,,
NON PRIME,ALL,Coll_Interest,13,36,CohortTrend,6,,
NON PRIME,ALL,Coll_Interest,37,999,CohortAvg,6,,
NON PRIME,ALL,Debt_Sale_Coverage_Ratio,0,999,Manual,0.785,,
NON PRIME,ALL,Debt_Sale_Proceeds_Rate,0,999,Manual,0.24,,
NON PRIME,ALL,InterestRevenue,0,12,DonorCohort,202404,,
NON PRIME,ALL,InterestRevenue,13,36,CohortAvg,12,,
NON PRIME,ALL,InterestRevenue,37,999,CohortAvg,6,,
NON PRIME,ALL,WO_DebtSold,0,999,SegMedian,,,
NON PRIME,ALL,WO_Other,0,999,CohortAvg,12,,
NRP-L,202301,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-L,202301,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NRP-L,202404,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-L,202404,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NRP-L,202405,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-L,202405,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NRP-L,202406,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-L,202406,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NRP-L,202407,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-L,202407,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NRP-L,202408,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-L,202408,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NRP-L,202409,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-L,202409,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NRP-L,202410,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-L,202410,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NRP-L,202411,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-L,202411,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NRP-L,202412,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-L,202412,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NRP-L,202501,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-L,202501,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NRP-L,202502,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-L,202502,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NRP-L,202503,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-L,202503,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NRP-L,202504,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-L,202504,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NRP-L,202505,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-L,202505,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NRP-L,202506,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-L,202506,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NRP-L,202507,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-L,202507,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NRP-L,202508,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-L,202508,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NRP-L,202509,Coll_Interest,1,12,DonorCohort,202404,,
NRP-L,202509,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-L,202509,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NRP-L,ALL,Coll_Interest,0,12,DonorCohort,202405,,
NRP-L,ALL,Coll_Interest,13,36,CohortTrend,6,,
NRP-L,ALL,Coll_Interest,37,999,CohortAvg,6,,
NRP-L,ALL,Debt_Sale_Coverage_Ratio,0,999,Manual,0.785,,
NRP-L,ALL,Debt_Sale_Proceeds_Rate,0,999,Manual,0.24,,
NRP-L,ALL,InterestRevenue,0,12,DonorCohort,202405,,
NRP-L,ALL,InterestRevenue,13,36,CohortTrend,6,,
NRP-L,ALL,InterestRevenue,37,999,CohortAvg,6,,
NRP-L,ALL,WO_DebtSold,0,999,SegMedian,,,
NRP-L,ALL,WO_Other,0,999,CohortAvg,12,,
NRP-M,202001,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-M,202001,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NRP-M,202101,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-M,202101,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NRP-M,202201,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-M,202201,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NRP-M,202301,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-M,202301,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NRP-M,202404,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-M,202404,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NRP-M,202405,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-M,202405,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NRP-M,202406,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-M,202406,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NRP-M,202407,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-M,202407,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NRP-M,202408,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-M,202408,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NRP-M,202409,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-M,202409,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NRP-M,202410,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-M,202410,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NRP-M,202411,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-M,202411,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NRP-M,202412,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-M,202412,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NRP-M,202501,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-M,202501,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NRP-M,202502,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-M,202502,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NRP-M,202503,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-M,202503,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NRP-M,202504,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-M,202504,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NRP-M,202505,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-M,202505,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NRP-M,202506,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-M,202506,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NRP-M,202507,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-M,202507,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NRP-M,202508,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-M,202508,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NRP-M,202509,Coll_Interest,1,12,DonorCohort,202404,,
NRP-M,202509,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-M,202509,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NRP-M,ALL,Coll_Interest,0,12,DonorCohort,202405,,
NRP-M,ALL,Coll_Interest,13,36,CohortTrend,6,,
NRP-M,ALL,Coll_Interest,37,999,CohortAvg,6,,
NRP-M,ALL,Debt_Sale_Coverage_Ratio,0,999,Manual,0.785,,
NRP-M,ALL,Debt_Sale_Proceeds_Rate,0,999,Manual,0.24,,
NRP-M,ALL,InterestRevenue,0,12,DonorCohort,202405,,
NRP-M,ALL,InterestRevenue,13,36,CohortTrend,6,,
NRP-M,ALL,InterestRevenue,37,999,CohortAvg,6,,
NRP-M,ALL,WO_DebtSold,0,999,SegMedian,,,
NRP-M,ALL,WO_Other,0,999,CohortAvg,12,,
NRP-S,201912,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-S,201912,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NRP-S,202001,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-S,202001,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NRP-S,202101,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-S,202101,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NRP-S,202201,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-S,202201,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NRP-S,202301,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-S,202301,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NRP-S,202404,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-S,202404,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NRP-S,202405,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-S,202405,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NRP-S,202406,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-S,202406,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NRP-S,202407,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-S,202407,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NRP-S,202408,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-S,202408,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NRP-S,202409,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-S,202409,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NRP-S,202410,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-S,202410,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NRP-S,202411,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-S,202411,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NRP-S,202412,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-S,202412,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NRP-S,202501,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-S,202501,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NRP-S,202502,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-S,202502,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NRP-S,202503,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-S,202503,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NRP-S,202504,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-S,202504,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NRP-S,202505,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-S,202505,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NRP-S,202506,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-S,202506,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NRP-S,202507,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-S,202507,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NRP-S,202508,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-S,202508,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NRP-S,202509,Coll_Interest,1,12,DonorCohort,202404,,
NRP-S,202509,Total_Coverage_Ratio,0,999,CohortTrend,,,
NRP-S,202509,Total_Coverage_Ratio,37,999,CohortAvg,6,,
NRP-S,ALL,Coll_Interest,0,12,DonorCohort,202405,,
NRP-S,ALL,Coll_Interest,13,36,CohortTrend,6,,
NRP-S,ALL,Coll_Interest,37,999,CohortAvg,6,,
NRP-S,ALL,Debt_Sale_Coverage_Ratio,0,999,Manual,0.785,,
NRP-S,ALL,Debt_Sale_Proceeds_Rate,0,999,Manual,0.24,,
NRP-S,ALL,InterestRevenue,0,12,DonorCohort,202405,,
NRP-S,ALL,InterestRevenue,13,36,CohortTrend,6,,
NRP-S,ALL,InterestRevenue,37,999,CohortAvg,6,,
NRP-S,ALL,WO_DebtSold,0,999,SegMedian,,,
NRP-S,ALL,WO_Other,0,999,CohortAvg,12,,
PRIME,202101,Total_Coverage_Ratio,0,999,CohortTrend,,,
PRIME,202101,Total_Coverage_Ratio,37,999,CohortAvg,6,,
PRIME,202201,Total_Coverage_Ratio,0,999,CohortTrend,,,
PRIME,202201,Total_Coverage_Ratio,37,999,CohortAvg,6,,
PRIME,202405,Total_Coverage_Ratio,0,999,CohortTrend,,,
PRIME,202405,Total_Coverage_Ratio,37,999,CohortAvg,6,,
PRIME,202407,Total_Coverage_Ratio,0,999,CohortTrend,,,
PRIME,202407,Total_Coverage_Ratio,37,999,CohortAvg,6,,
PRIME,202409,Total_Coverage_Ratio,0,999,CohortTrend,,,
PRIME,202409,Total_Coverage_Ratio,37,999,CohortAvg,6,,
PRIME,202504,Total_Coverage_Ratio,0,999,CohortTrend,,,
PRIME,202504,Total_Coverage_Ratio,37,999,CohortAvg,6,,
PRIME,202507,Total_Coverage_Ratio,0,999,CohortTrend,,,
PRIME,202507,Total_Coverage_Ratio,37,999,CohortAvg,6,,
PRIME,202508,Total_Coverage_Ratio,0,999,CohortTrend,,,
PRIME,202508,Total_Coverage_Ratio,37,999,CohortAvg,6,,
PRIME,202509,Coll_Interest,1,12,DonorCohort,202404,,
PRIME,202509,Total_Coverage_Ratio,0,999,CohortTrend,,,
PRIME,202509,Total_Coverage_Ratio,37,999,CohortAvg,6,,
PRIME,ALL,Coll_Interest,0,12,DonorCohort,202405,,
PRIME,ALL,Coll_Interest,13,999,CohortAvg,6,,
PRIME,ALL,Debt_Sale_Coverage_Ratio,0,999,Manual,0.785,,
PRIME,ALL,Debt_Sale_Proceeds_Rate,0,999,Manual,0.24,,
PRIME,ALL,InterestRevenue,0,12,DonorCohort,202405,,
PRIME,ALL,InterestRevenue,13,36,CohortTrend,6,,
PRIME,ALL,InterestRevenue,37,999,CohortAvg,6,,
PRIME,ALL,WO_DebtSold,0,999,SegMedian,,,
PRIME,ALL,WO_Other,0,999,CohortAvg,12,,
